"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @HillaryClinton: Carter.
Bush.
Clinton.
Bush.
Obama.

Not one of them believes Donald Trump has what it takes to be president. https://t…",FALSE,0,NA,2016-10-18 20:48:44,FALSE,NA,"788481963375988736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","apparentlygay",11994,TRUE,FALSE,NA,NA
"2","RT @TrumpWeLikeYou: When Donald Trump's Vice President has more people at his rallies than Hillary Clinton... https://t.co/ManNEvYu5Y",FALSE,0,NA,2016-10-18 20:48:44,FALSE,NA,"788481963371790336",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","TejasKat",30,TRUE,FALSE,NA,NA
"3","@fsinatras DONALD TRUMP",FALSE,1,"fsinatras",2016-10-18 20:48:43,FALSE,"788481663147864064","788481963178897409","754556698853900288","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","colonellaurens",0,FALSE,FALSE,NA,NA
"4","RT @scottbix: Donald Trump has released a five-point plan for government reform “to drain the swamp in Washington, DC.”

It's seven sentenc…",FALSE,0,NA,2016-10-18 20:48:43,FALSE,NA,"788481962176425985",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WinstonWolfe220",162,TRUE,FALSE,NA,NA
"5","RT @CTVNews: Howard Stern won't air past Donald Trump interviews https://t.co/XYWUXkC4eV  #ctvamericaschoice2016",FALSE,0,NA,2016-10-18 20:48:43,FALSE,NA,"788481962105114624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","trent_brownlee",5,TRUE,FALSE,NA,NA
"6","RT @StefanMolyneux: Election Rigging. Voter Fraud. Pay-to-Play. Bribery. Media Collusion. And More.

Will You Help Donald Trump #DrainTheSw…",FALSE,0,NA,2016-10-18 20:48:43,FALSE,NA,"788481961639546880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlphaJedBlog",618,TRUE,FALSE,NA,NA
"7","RT @TrumpWeLikeYou: Donald Trump leads Hillary Clinton by 2 points in the latest Rasmussen poll.  The media won't report on that though. #M…",FALSE,0,NA,2016-10-18 20:48:43,FALSE,NA,"788481961614462976",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","ToryAll",75,TRUE,FALSE,NA,NA
"8","RT @shadirahimi: A new billboard in Dearborn, Michigan says in Arabic: ""Donald Trump: He can't read this, but he's afraid of it."" https://t…",FALSE,0,NA,2016-10-18 20:48:43,FALSE,NA,"788481960377196544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","timhayward",23452,TRUE,FALSE,NA,NA
"9","RT @BrittanyFurlan: ""You're Fired""- me to any of my friends voting for Donald Trump",FALSE,0,NA,2016-10-18 20:48:43,FALSE,NA,"788481959878021120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReynaGaGa7",86,TRUE,FALSE,NA,NA
"10","RT @Jemima_Khan: My Trump Groper Halloween costume now on ebay. Money to Syrian refugees because that’s what Donald would want. RT x
https:…",FALSE,0,NA,2016-10-18 20:48:43,FALSE,NA,"788481959504797697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minhaj17Raza",1748,TRUE,FALSE,NA,NA
"11","I added a video to a @YouTube playlist https://t.co/nKQStUCICk One Diagram Explains Every Conspiracy Against Donald Trump",FALSE,0,NA,2016-10-18 20:48:42,FALSE,NA,"788481958598873088",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","KayoQueiroz",0,FALSE,FALSE,NA,NA
