"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Black children are very spiritual. They sense if a person's spirit isn't right. Hence the Donald Trump diss when he tries to kiss. #GOP #Dem",FALSE,0,NA,2016-10-18 21:31:13,FALSE,NA,"788492655114190848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LadySnow1920",0,FALSE,FALSE,NA,NA
"2","RT @VampKiraLynn: The truth about Donald Trump is spreading, and he's melting down at his rally right now. Unhinged is too light to describ…",FALSE,0,NA,2016-10-18 21:31:12,FALSE,NA,"788492654548029440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arp111",2,TRUE,FALSE,NA,NA
"3","RT @wyseapple: Donald Trump is definitely your friend who would throw the controller &amp; scream cheater when you whoop his ass on Smash Broth…",FALSE,0,NA,2016-10-18 21:31:12,FALSE,NA,"788492654292013056",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","lynldalen",1,TRUE,FALSE,NA,NA
"4","RT @CNN: Donald Trump calls for congressional term limits https://t.co/xAajUpe25g https://t.co/DYIkOWnNwH",FALSE,0,NA,2016-10-18 21:31:12,FALSE,NA,"788492654216564736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sgchance",159,TRUE,FALSE,NA,NA
"5","RT @thenation: Donald Trump has spectacularly trashed our political culture. https://t.co/ndAvCNTGHE https://t.co/5thhpusyEz",FALSE,0,NA,2016-10-18 21:31:12,FALSE,NA,"788492653788794880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","theLFshow",53,TRUE,FALSE,NA,NA
"6","RT @nytopinion: Paul Ryan and Mitch McConnell sit by spinelessly silent as Trump lies about a ""rigged"" vote https://t.co/phZsi74qwu https:/…",FALSE,0,NA,2016-10-18 21:31:12,FALSE,NA,"788492653071626240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sandyc1772",765,TRUE,FALSE,NA,NA
"7","Quick Market Update: Donald Trump's childhood home is up for auction https://t.co/wOxq9KD783",FALSE,0,NA,2016-10-18 21:31:12,FALSE,NA,"788492652899659776",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","LeeChandlerEnt",0,FALSE,FALSE,NA,NA
"8","RT @nytimes: Here's the letter The New York Times sent to Donald Trump after his accusation that he'd been libeled. https://t.co/BpPImadesl",FALSE,0,NA,2016-10-18 21:31:12,FALSE,NA,"788492651943174145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShannonEG68",824,TRUE,FALSE,NA,NA
"9","RT @wpjenna: Wheels up in Colorado Springs. The press is headed to Grand Junction for Donald Trump's next rally. https://t.co/G3ufj06oNk",FALSE,0,NA,2016-10-18 21:31:12,FALSE,NA,"788492651704094722",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dobronyi",4,TRUE,FALSE,NA,NA
"10","Watch Donald Trump try to kiss a little girl as she squirms away: https://t.co/sUjFbgvqSL. Hopefully she can work through the PTSD!!",FALSE,0,NA,2016-10-18 21:31:12,FALSE,NA,"788492651217711108",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","foxdn1",0,FALSE,FALSE,NA,NA
"11","RT @WayneRoot: And I'm honored to be guest of Donald Trump &amp; Team Trump at the Prez debate. Then off to Dallas to address ""The Money Show.""…",FALSE,0,NA,2016-10-18 21:31:12,FALSE,NA,"788492651045785600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","usa4trumpnation",57,TRUE,FALSE,NA,NA
"12","RT @CNN: 33% of pro-Trump tweets are generated by bots and automated accounts, compared to 22% for Clinton, researchers find https://t.co/p…",FALSE,0,NA,2016-10-18 21:31:12,FALSE,NA,"788492650596868098",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","soulcityusa",990,TRUE,FALSE,NA,NA
"13","RT @lemondefr: Barack Obama conseille à Donald Trump « d’arrêter de pleurnicher » https://t.co/3EyEQghj0A",FALSE,0,NA,2016-10-18 21:31:11,FALSE,NA,"788492648386551808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClaraSmt",105,TRUE,FALSE,NA,NA
