"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @DNCpeep: Since Iowa, Donald Trump Has Cried 'Rigged' When He's Losing https://t.co/VmRSMzbM93 via @bpolitics",FALSE,0,NA,2016-10-18 20:29:01,FALSE,NA,"788477004358164480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hill55willie",2,TRUE,FALSE,NA,NA
"2","RT @JamillaTweets: A billboard in Arabic has been put up in Michigan which says ""Donald Trump can't read this but it still scares him"" http…",FALSE,0,NA,2016-10-18 20:29:01,FALSE,NA,"788477004140142592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MeghanCroce",66261,TRUE,FALSE,NA,NA
"3","RT @JamillaTweets: A billboard in Arabic has been put up in Michigan which says ""Donald Trump can't read this but it still scares him"" http…",FALSE,0,NA,2016-10-18 20:29:01,FALSE,NA,"788477003775156224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aalexxxlynn",66261,TRUE,FALSE,NA,NA
"4","RT @HillaryClinton: Carter.
Bush.
Clinton.
Bush.
Obama.

Not one of them believes Donald Trump has what it takes to be president. https://t…",FALSE,0,NA,2016-10-18 20:29:01,FALSE,NA,"788477003636760576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","smell3roses",12001,TRUE,FALSE,NA,NA
"5","RT @TrumpWeLikeYou: The fact that Donald Trump has survived through all the lies and manipulation from everywhere goes to prove how powerfu…",FALSE,0,NA,2016-10-18 20:29:01,FALSE,NA,"788477003632521217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Naughty_Butter",80,TRUE,FALSE,NA,NA
"6","@HillaryClinton what debate prep? Donald will be watching this at 3am https://t.co/P4DndMkS7D",FALSE,0,"HillaryClinton",2016-10-18 20:29:01,FALSE,NA,"788477002906996741","1339835893","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rnca_rnca",0,FALSE,FALSE,NA,NA
"7","Multiple Apprentice staff confirm Gary Busey sexually assaulted a staffer Trump laughed at it &amp; refuse to remove him https://t.co/bgoV8wBNBv",FALSE,0,NA,2016-10-18 20:29:01,FALSE,NA,"788477002579795968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","davidgaliel",1,FALSE,FALSE,NA,NA
"8","RT @HillaryClinton: Carter.
Bush.
Clinton.
Bush.
Obama.

Not one of them believes Donald Trump has what it takes to be president. https://t…",FALSE,0,NA,2016-10-18 20:29:01,FALSE,NA,"788477002156118016",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jaristmtrs",12001,TRUE,FALSE,NA,NA
"9","RT @IngrahamAngle: From V.D. Hanson: ""Conservatives who sit out the election de facto vote for Clinton."" https://t.co/aUwws2Avc1 https://t.…",FALSE,0,NA,2016-10-18 20:29:00,FALSE,NA,"788477001334009857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","toxic11",894,TRUE,FALSE,NA,NA
"10","RT @RawStory: Donald Trump gives up on reality: ‘I don’t believe the polls anymore’ https://t.co/E7LP809Lsq https://t.co/Bg78yV4TqD",FALSE,0,NA,2016-10-18 20:29:00,FALSE,NA,"788477001283674112",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","teakinrj",77,TRUE,FALSE,NA,NA
"11","RT @immigrant4trump: Black Trump Supporters Explains Why They are Voting for DONALD TRUMP! @brunelldonald #Debate #Blacks4Trump #Trump2016…",FALSE,0,NA,2016-10-18 20:29:00,FALSE,NA,"788477000948260865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SwiggidyDiggity",3140,TRUE,FALSE,NA,NA
"12","In what everybody agrees is a gutsy move, Trump will bring the exhumed bodies of Benghazi victims to the next debate
https://t.co/EV7uA0sy5M",FALSE,0,NA,2016-10-18 20:29:00,FALSE,NA,"788477000885280768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PoliticalRiff",1,FALSE,FALSE,NA,NA
"13","RT @HillaryClinton: Carter.
Bush.
Clinton.
Bush.
Obama.

Not one of them believes Donald Trump has what it takes to be president. https://t…",FALSE,0,NA,2016-10-18 20:29:00,FALSE,NA,"788476999681445889",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BulbulZilani",12001,TRUE,FALSE,NA,NA
"14","RT @costareports: ""Forget the press. Read the Internet."" Donald Trump's advice to his supporters",FALSE,0,NA,2016-10-18 20:29:00,FALSE,NA,"788476999006294017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mpav",253,TRUE,FALSE,NA,NA
"15","RT @HillaryClinton: Carter.
Bush.
Clinton.
Bush.
Obama.

Not one of them believes Donald Trump has what it takes to be president. https://t…",FALSE,0,NA,2016-10-18 20:29:00,FALSE,NA,"788476998586859521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mo292800",12001,TRUE,FALSE,NA,NA
"16","Amazing piece. @jordanconn never disappoints. https://t.co/CgkozHiDGV",FALSE,0,NA,2016-10-18 20:29:00,FALSE,NA,"788476998574149632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","patrickkleary",0,FALSE,FALSE,NA,NA
"17","RT @ComplexMag: Donald Trump tried to kiss a little girl at a rally and she wanted no part of it: https://t.co/liouj5aGUZ

Obviously... htt…",FALSE,0,NA,2016-10-18 20:29:00,FALSE,NA,"788476998054191104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mharwood7",256,TRUE,FALSE,NA,NA
"18","@Izac_Wright @Newsweek  This is a must read! It certainly sounds like the Donald Trump I have been listening to.",FALSE,1,"Izac_Wright",2016-10-18 20:29:00,FALSE,"788472672241999872","788476997664018432","58502462","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AJac2000",1,FALSE,FALSE,NA,NA
"19","RT @wonderfullone: Donald Trump and his supporters are actually making women sick https://t.co/aB65QJMwIV via @HuffPostPol",FALSE,0,NA,2016-10-18 20:29:00,FALSE,NA,"788476997605335040",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","toriyoung22",13,TRUE,FALSE,NA,NA
"20","Matthew Shepard's mother has a chilling warning for America about Trump https://t.co/P3QlSa7etK via @HuffPostPol",FALSE,0,NA,2016-10-18 20:29:00,FALSE,NA,"788476997315932160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","deborahkemp3",1,FALSE,FALSE,NA,NA
"21","No surrender: Springsteen says Trump won't go quietly if he loses @CNNPolitics https://t.co/xJ1qsc6A4n",FALSE,0,NA,2016-10-18 20:28:59,FALSE,NA,"788476995835404289",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Simona_deSimone",0,FALSE,FALSE,NA,NA
"22","RT @Italians4Trump: Donald Trump: Voter fraud is all too common
 https://t.co/bOT2cO7Kff",FALSE,0,NA,2016-10-18 20:28:59,FALSE,NA,"788476995546050560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ladymab305",24,TRUE,FALSE,NA,NA
"23","Obama to Trump: ""Stop whining"" about voter fraud that doesn't exist https://t.co/JOnreooYXY via @HuffPostPol",FALSE,1,NA,2016-10-18 20:28:59,FALSE,NA,"788476995369926657",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JohnUmland",1,FALSE,FALSE,NA,NA
"24","RT @HillaryClinton: Carter.
Bush.
Clinton.
Bush.
Obama.

Not one of them believes Donald Trump has what it takes to be president. https://t…",FALSE,0,NA,2016-10-18 20:28:59,FALSE,NA,"788476994321321984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BGibson1981",12001,TRUE,FALSE,NA,NA
"25","RT @IngrahamAngle: From V.D. Hanson: ""Conservatives who sit out the election de facto vote for Clinton."" https://t.co/aUwws2Avc1 https://t.…",FALSE,0,NA,2016-10-18 20:28:59,FALSE,NA,"788476993868210176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PRODSOLS",894,TRUE,FALSE,NA,NA
"26","RT @HillaryClinton: Carter.
Bush.
Clinton.
Bush.
Obama.

Not one of them believes Donald Trump has what it takes to be president. https://t…",FALSE,0,NA,2016-10-18 20:28:59,FALSE,NA,"788476993524293632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CijiTheGeek",12001,TRUE,FALSE,NA,NA
"27","RT @tpartynews: Jon Voight: Let Donald Trump know we are completely behind him, and may God give him the strength to continue his calling…",FALSE,0,NA,2016-10-18 20:28:59,FALSE,NA,"788476993306136576",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","KathleenMom4",670,TRUE,FALSE,NA,NA
"28","RT @JamillaTweets: A billboard in Arabic has been put up in Michigan which says ""Donald Trump can't read this but it still scares him"" http…",FALSE,0,NA,2016-10-18 20:28:58,FALSE,NA,"788476993050476546",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GideonJagged",66261,TRUE,FALSE,NA,NA
"29","Donald Trump Invites Benghazi Terror Attack Victim&amp;#8217;s Mother To Final Presidential Debate https://t.co/bmFGhNSNeC",FALSE,0,NA,2016-10-18 20:28:58,FALSE,NA,"788476992974884866",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Morphous08bar",0,FALSE,FALSE,NA,NA
"30","The People Who Know How To Actually Rig An Election Say Trump Is Wrong https://t.co/6oujtpxI0S",FALSE,0,NA,2016-10-18 20:28:58,FALSE,NA,"788476992920297472",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","EricaMcClellan7",0,FALSE,FALSE,NA,NA
"31","RT @todonoticias: Barack Obama se pudrió de Donald Trump y le dijo: “Dejá de quejarte y salí a conseguir votos"" https://t.co/XtPI1Xiw4d htt…",FALSE,0,NA,2016-10-18 20:28:58,FALSE,NA,"788476992857444353",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","caamisued",118,TRUE,FALSE,NA,NA
"32","Donald Trump’s escalating rhetoric about voter fraud or tampering at polling places, without any evidence... https://t.co/tchMiVCmCh",FALSE,0,NA,2016-10-18 20:28:58,FALSE,NA,"788476992731570176",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","CommonCauseMI",0,FALSE,FALSE,NA,NA
"33","RT @debz526: .Chelsea Cooley: 'If any1 would've heard abt that it would've been me' https://t.co/u4FchIlv7q @AC360 @ChrisCuomo @megynkelly…",FALSE,0,NA,2016-10-18 20:28:58,FALSE,NA,"788476992370900992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bsstine",11,TRUE,FALSE,NA,NA
"34","RT @kurteichenwald: Remember USFL? Trump Taj? Trump Hotels/Resort? Atlantic City? Trump Shutle? Trump destroyed all, along w/ many lives ht…",FALSE,0,NA,2016-10-18 20:28:58,FALSE,NA,"788476991787892737",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rogerspiper",1154,TRUE,FALSE,NA,NA
"35","RT @Junie__Bo: ⬜️ Donald Trump
⬜️ Hillary Clinton 
☑️ Ronald Dregan https://t.co/euwGWiXWtg",FALSE,0,NA,2016-10-18 20:28:58,FALSE,NA,"788476991678713856",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","_crstl_",1241,TRUE,FALSE,NA,NA
"36","RT @JamillaTweets: A billboard in Arabic has been put up in Michigan which says ""Donald Trump can't read this but it still scares him"" http…",FALSE,0,NA,2016-10-18 20:28:58,FALSE,NA,"788476991636774912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mcarbottexo",66261,TRUE,FALSE,NA,NA
"37","RT @jonathanjewel: Donald Trump and his supporters are actually making women sick https://t.co/nVRULDWGwC via @HuffPostPol",FALSE,0,NA,2016-10-18 20:28:58,FALSE,NA,"788476991502548992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UghSpareMe",5,TRUE,FALSE,NA,NA
"38","Should Clinton rig election? ""I would instead just give money to Donald Trump and tell him to tweet more” Repub op. https://t.co/FKKBPNsXGw",FALSE,1,NA,2016-10-18 20:28:58,FALSE,NA,"788476991280328704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","digibruce",0,FALSE,FALSE,NA,NA
"39","RT @StephenKing: If you're a man whose wife or daughters have been sexually harassed, and you're still planning to vote for Donald Trump, s…",FALSE,0,NA,2016-10-18 20:28:58,FALSE,NA,"788476990563217408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adamheise",9066,TRUE,FALSE,NA,NA
"40","Watch Donald Trump try to kiss a little girl as she squirms away: https://t.co/GXNXpaXwCl via @doublexmag",FALSE,0,NA,2016-10-18 20:28:58,FALSE,NA,"788476990475145218",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The_Real_Redboy",0,FALSE,FALSE,NA,NA
"41","RT @PostBaron: .@nytimes lawyer @davidmccraw: ""I Hardly Expected My Letter to Donald Trump to Go Viral"" https://t.co/04xrjhAnLF",FALSE,0,NA,2016-10-18 20:28:58,FALSE,NA,"788476989946691584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarilynCapps",27,TRUE,FALSE,NA,NA
"42","I'd just like to say I predicted this five days ago.  https://t.co/rxBjdUPmGn https://t.co/LG9dKykutO",FALSE,0,NA,2016-10-18 20:28:58,FALSE,NA,"788476989552332800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","yopd1",0,FALSE,FALSE,NA,NA
